tweet_text	cord_uid
and there is randomized evidence of a statistically significant rise in mortality in covid19 patients who are not on oxygen…	udr22zf7
some studies out of thousands linking myocarditis with vaccination in cases some shill tries to tell you otherwise:	zsygn29p
Finland mask study in primary school children: no evidence of any advantage for children or their guardians.	7xx57cwo
"this might be because the ""uninoculated"" had previous infection... which is now confirmed as much better at protecting against future infection and also severe disease than the jabs. as per this new study below from oxford university press. 👌"	7a543f7v
"""face coverings release microplastics, which are directly inhaled during use or transported through the environment...once consumed by organisms, they can translocate to multiple organs upon intake, potentially causing detrimental and cytotoxic effects."" yay."	y14lw5b2
Autoimmune hepatitis post SARS-CoV-2 vaccination in Korea: coincidence or autoimmunity?	cjfn4dna
"""today, the path to Damascus appears to be more challenging than ever for the modern person. but it certainly leads to a brighter future."""	awx9lcfk
15 trial meta-analysis from NIH:...significant reductions in COVID-19 deaths are possible using ivermectin. Using ivermectin early in the clinical course may decrease numbers progressing to severe disease.	1l4o9pko
yes! just like covid can cause colitis. it can also irritate the appendix.	iev55n7g
what aspects of antibody responses determine the outcome of #covid19? in this new preprint by et al., we found that the initial timing of antibody response (before 14 days of symptom) in infected person is crucial to recovery. (1/n)	ezhwnj12
"trump always knew.  ""all of the techniques that are listed above act as sanitizers to some degree, and can kill or inactivate bacteria, fungi, viruses, and toxins in more or less challenging environments."""	b22cioi2
Apathy is a choice.  They have attempted for 30 years to develop a coronavirus vaccine and it didn't fare well in animal trials... the animals had a robust first response but then when exposed to the wild virus, they had an exaggerated response and perished...	hwpn7ti1
Mitochondria are the primary source of reactive oxygen species (ROS), most of them originating from the mitochondrial respiratory chain. Among the numerous enzymatic and non-enzymatic antioxidant systems present in mitochondria, mitochondrial glutathione	uv9xdp5f
This meta-analysis of 54 studies into household transmission of the virus showed a symptomatic 'primary attack rate' of 18% whilst the asymptomatic rate was only 0.7%	ljpeq5aw
The S-variant SARS-CoV-2 is associated with significantly higher viral loads in samples tested by Thermo Fisher TaqPath RT-PCR | medRxiv	nrl6jkpc
this is very complex, but read every word of it.  restrictions are not the solution.   post-restriction sars-cov-2 nucleic acid screening in nearly ten million residents of wuhan, china | nature communications	yj3yisum
Our research discovers that the #covid19 pandemic has a detrimental impact on the attainment of nearly 90% of the sustainable development goals by 2030. #sdg	dluw0oiz
"""In summary, all the 455 contacts were eliminated from sars-cov-2 infection and we conclude that the infectivity of some asymptomatic sars-cov-2 carriers might be feeble"""	7xb7hj9u
Natural immunity dominating it.  “we conclude that memory antibodies by natural infection have greater potency and breadth than antibodies elicited by vaccination. these results suggest that boosting vaccinated would produce increased neutralizing activity.”	zcwh1892
Our study is now available! azole-resistant aspergillus fumigatus in the environment: pinpointing key reservoirs and hotspots of antifungal resistance	ouvq2wpq
Covid 19 - natural immunity vs vaccination.  an important study emerged yesterday to help better comprehend why natural immunity surpasses vaccination vs variants.	zcwh1892
what do you think of this one? patient expires with spike in every organ. “on further analysis of the swab sample, there was no evidence for mutant sars-cov-2 variants b.1.1.7, b.1.351 or b.1.1.28.1.”	us518bwp
"Cholesterol efflux &amp; selective lipid transport become dysfunctional in chronic metabolic diseases such as obesity or atherosclerosis, consistent with the increased mortality observed in elderly patients &amp; patients w/obesity or diabetes"	mmnfyz6y
40% fully pfizer vaccinated health care staff contracted Covid vs 46% unvaccinated. The vaccinated breakthrough cases transmitted to hospital colleagues and household relatives.	wpuf4ofo
"""As anticipated, we discovered that a swift rate of vaccination reduces the likelihood of emergence of a resistant strain. 1/n"""	t3vuwghp
"Research examined the impacts on mask wearers. exhaustion, headaches, respiratory issues, elevated carbon monoxide, insufficient oxygen intake, skin irritations, mental health concerns, heightened heart rate/blood pressure, sense of confinement &amp; frustration."	0clp6zt6
Well, this new study pretty much debunks any idea that the vaccinated don't spread the virus and that masks work to stop the spread.	wpuf4ofo
are breakthrough infections among fully immunized people uncommon, as is being widely claimed? here's a new cdc study on a covid outbreak this month in a town in massachusetts. the study finds that 74% of the covid cases occurred in fully vaccinated persons.	me08w1ir
Areas with higher vaccination rates and fewer restrictions are more likely to produce and maintain vaccine-resistant strains.	t3vuwghp
Aggressive suppression shown to be the most optimal covid-strategy for both health system and health plus gdp perspectives.  high transmission hurt both health and the economy.	yaad1ve4
we really need contact tracing from vaccinated individuals compared to unvaccinated individuals along with viral culture data to make sense of the ct values here. is that inactivated virus, mostly just rna or is this replication-competent infectious virus?	me08w1ir
"analysis:long-lasting,wide immune memory:sarscov2-lasting abs &amp; mbc,mtcells:most covid-long-lasting immunity post infect;nabs:bi-phasic decay,half-life>200 day;spike igg+mb cells⬆️persist post-infect;durable polyfunct.cd4,cd8tcells recog viral epitope"	1peg3502
for a very small portion of society it may be hazardous but the vast majority it makes zero difference. if you’re in poor health fine get the vaccine otherwise it’s unneeded. and if they were serious they’d have explored other alternatives especially prophylactics	9wnkmn27
first, congratulations! 🍾🎈🎉  second, receiving the vaccination is the best way to safeguard babies from #covid19. several studies have demonstrated robust transfer of protective antibodies across the placenta to the fetus.	xzy98hm3
pcr cycle threshold (ct) values were comparable between both vaccinated and unvaccinated groups at diagnosis, but viral loads declined more rapidly in vaccinated individuals! study can be found here:	8xgp6nhy
A swift pace of vaccination lowers the likelihood of emergence of a resistant strain. When a loosening of control measures occurred when most individuals had been vaccinated, the likelihood of emergence of a resistant strain was significantly heightened.	t3vuwghp
The outstanding success of typhoid conjugate vaccine among children in Pakistan. 95% against culture-confirmed disease!!  and 97% against XDR S. Typhi.  #vaccineswork. #takeontyphoid.	vd1lldjj
the vaccines aren't as effective as natural immunity. period. look at providencetown. 74% of all delta variant cases were in vaccinated people. we've been misled.	me08w1ir
cdc outbreak data only took a snapshot of cycle threshold pcr values, but did not report the values tracked over time in vaccinated vs unvaccinated. when this is done, they drop faster in vaccinated, implying less transmission time.	8xgp6nhy
Tumor-initiating stem cell molds its microenvironment into an immunosuppressive shield and pro-tumorigenic haven	p4hz992o
"A US national library of medicine report found African countries participating in ""intensive ivermectin mass campaign"" to combat onchocerciasis had 8% lower rate of COVID infection, and 28% lower mortality rate than countries which didn't use ivermectin."	80xhhcpm
..a propensity for severe c19, similar to that seen in older adults.   this case study discusses a previously healthy young man who developed severe #covid-19, which is unusual enough that doctors also dx him w/ #evali.    #vape #sarscov2	op1d2o5x
A study of 37,121 patients with a confirmed #covid19 test showed that higher pre-infection blood sugar levels (even in non-diabetics) are linked with a higher risk of severe #covid19.	v72mveyu
"so fed up with supposed ""experts"" saying very few children contract delta &amp; get seriously ill using outdated alpha statistics! usa hospitalization in children 0-4 yo august 20x higher than 7 weeks earlier, coincides with the spread of delta variant. children remain unvaccinated!"	rpjg4a9i
"""Very intriguing preprint on the evolutionary pressures that are shaping, and likely will shape, the evolution of sars-cov-2. Adaptive evolution in spike is accelerating, and more than 4x equivalent subunit in flu."""	ne7e12nj
Epidemiologists identified gaps in the #covid19 pandemic response. read more in study by	1oi0k3x6
Be intelligent. don’t be inadequate.   vitamin d3 and k2 and their potential contribution to lowering the covid-19 mortality rate - pubmed	otme0vmu
the impact of covid-19 on the third sector and the carers who use third sector services can be read in latest :	ac9n08nx
Israeli research discovered that vaccinated people were 27 times more likely to contract a symptomatic COVID-19 infection than those with natural immunity.	t4y1ylb3
Call for urgent action to curb global temperature rises, revive ecosystems, and safeguard well-being.	cutwvq3b
Rate of cardiac adverse event after vaccine dose 2 in boys aged 12-15 is 1 in 6200, surpassing risk of hospitalization in that age group 5x.	dti9o5x3
Each day, more than 350,000 infants are born and at least 80% will receive breast milk during their first two years of life. A review discusses allergen shedding in breast milk and how it could affect a child’s risk of allergic disease development.	cuw2sx2e
"the vaccines don't halt transmission- vaccinated have the same viral load; the vaccinal pressure on the spike protein will lead to a vaccine-resistant variant. the vaccinated will develop antibodies with boosters. mandate now for the booster too?"	53t1mhnb
"actually, there's a cdc study from may-june in kentucky that showed ""kentucky residents who weren't vaccinated had 2.34 times the odds of reinfection compared with those who were fully vaccinated."""	ijzoa0yn
by march 2021, 60% of adults had evidence of natural immunity.  it's six months later, so that number has gone substantially up.	wm6iem8d
Our research (not yet peer reviewed) contributes to the evidence that cellular immune response to COVID-19 mRNA vaccines is significantly weaker with age, and universally wanes over time. Thanks for backing this study.	jmu2cfnd
A recent sphsu study examines which factor has the greatest impact on #mentalhealth - wealth, financial struggles, or employment status? #income #poverty #employment #welfare #healthinequalities	81pr5etw
Research in a lab setting of repurposed medications against SARS-CoV-2 indicates some well-known names such as vitamin D, amodiaquine (found in antimalarial artemisia) and antihistamine ebastine.	pm825xn1
for boys 12-15 without medical comorbidities receiving their second mRNA vaccination dose, the rate of CVA is 3.7 to 6.1 times higher than their 120-day COVID-19 hospitalization risk as of August 21, 2021	dti9o5x3
the sars-cov-2 spike protein is susceptible to moderate electric fields	1h01ziqb
latest study  in 718,365 #covid19 patients  5.0% = #myocarditis 1.5% = #pericarditis   ☠️ both = ⬆️ mortality risks  ♥️ patients w pericarditis associated with more new-onset cardiovascular complications than those with myocarditis.	xochpgld
the vaccinated spread the delta as easily as the unvaccinated. longer incubation period too.	3w5ouagx
Natural protection is more effective than the vaccine? why do the authorities want 12-15 year olds vaccinated?	t4y1ylb3
Patients with moderate #covid19 on a 10-day course of remdesivir didn’t have a statistically significant difference from those receiving standard care. Covid-19 patients on a 5-day course were significantly different but clinical relevance is uncertain.	hn6clwoj
8/ a number of teams have identified enteroviruses (single-stranded rna pathogens) and their proteins in tissue samples obtained from patients with #me/cfs or me/cfs-like symptoms:	aaznc5qi
delta, a strain, is more lethal even among the vaccinated. another strain could be even worse.	toy8i1lm
i have sympathy for anyone who gets sick.. but what does a variant have to do with delta? hell its a negative net gain vs covid 19 do your homework. there are real studies that show it..	855atuue
Debunking misconceptions on the airborne transmission of severe acute respiratory syndrome coronavirus-2 (sars-cov-2)	jgq968f6
Rare but serious blood clots after Chadox1 NCov-19 #vaccine could be due to its injection directly into the bloodstream rather than muscle tissue. Thrombocytopenia and splenic platelet-directed immune responses after intravenous Chadox1 NCov-19 administration.	y502wp0u
If you'd risk kids' lives for your own gain, you need to give your head a wobble and quit. Disgraceful. For every 4 we save from a COVID death, we have to accept 2 will die from the vaccine.	855atuue
In 2017, researchers at 2 morgues in Spain swab-tested a series of recently deceased elderly individuals and discovered respiratory viruses in 47% of them. In only 15% of these, a diagnosis had been made before death.	o99l5oh1
Some people are complaining about extremely bad hay fever this year, well as much as it sounds like some crazy conspiracy, physically wise and according to scientists, pollen may contribute to the spread of COVID/delta particles.	1jtln8wc
Among hospitalized COVID-19 patients, pre-infection vitamin D insufficiency heightened the risk of dying over seven and a half times.	7hq10f2a
Across the four major tumour types, breast, colorectal, lung, and oesophageal, 3600 avoidable fatalities and an additional 60,000 ylls (years of life lost) will be attributable to delays in cancer diagnosis alone as a result of the COVID-19 lockdown in the UK.	sdtr6yla
"Non-invasive positive airway pressure ventilation can improve gas exchange  boost your knowledge of the principles, modalities &amp; risks of #nppv as well as the role of #nurses in providing care in this  article by's Alexandra Roberts."	6prgaitk
"desliga louco  ""moderate-certainty evidence finds that large reductions in covid-19 deaths are possible using ivermectin. using ivermectin early in the clinical course may reduce numbers progressing to severe disease""."	1l4o9pko
Nicotinamide metabolism pathways as the root cause of sepsis - an evolutionary perspective on macrophage energy shifts - pubmed	msg9j0lb
Research indicates a lack of vitamin D contributed to hospitalizations among COVID patients. (not yet peer-reviewed)	7hq10f2a
"Researchers found that coronavirus vaccines often caused severe lung disease in vaccinated lab animals, prompting them in 2012 to advise scientists to exercise ""caution"" when developing human coronavirus vaccines that could lead to severe lung disease."	hb2lieh3
Investigate #airpollution and household linked factors of asthma development via nationwide case-control study.	heegb7pp
Vitamin D insufficiency is linked to increased hospitalization risk from COVID-19: a retrospective case-control study (June 2021)	qmo1zzkg
Studies indicate they are ineffective for safeguarding the wearer. However, effective at preventing the wearer from dispersing infected droplets far, thus reducing transmission rates. Here's a meta analysis of numerous studies.	1s8jzzwg
SARS-CoV-2 neutralizing antibodies are easily identified with a biosensor.	bidvx8hy
7/ this study below examined 20x the number of the participants than the nih study and found ‘30.65% reported an increase in heart rate of at least 30 bpm on standing, suggesting the possibility of postural orthostatic tachycardia syndrome’	trrg1mnw
"why everyone should wear masks ""we discovered for a standard sars-cov-2 viral load and infectious dose, that social distancing alone, even at 3.0 m between two speaking individuals, results in an upper limit of 90% for risk of infection after a few minutes"""	hqapg5ow
Effective immune responses to sars-cov-2 variants in older adults following two doses of mrna vaccination.	to9ixrwr
the fact they did not assess autonomic dysfunction ***the most common measurable abnormality in #longcovid*** is absolutely mind blowing. unreal.  “67% of long covid patients are developing moderate to severe dysautonomia, most often presenting as #pots”.	g4ve91g5
"""Dispensing of augmented take-home doses of opioid agonist treatments (oat), compared with no change in take-home doses, was significantly associated with lower rates of oat interruption and discontinuation…. (and) overdoses"" #harmreduction #autonomy"	xjrhd6ee
This study implies getting vaccinated may disrupt the body's immune response to the virus.  for how much longer can the vaccine charade be prolonged?	k2jzadwq
🚨 in a new study, anti-chemokine antibodies, which are present also in hiv-1 and autoimmune disorders, were linked with beneficial disease, and predictive of a lack of #longcovid symptoms at one year post infection.	kvu0hgjf
A significant new UK study reveals that BA2 is as severe as Delta – more severe than BA1: just as we predicted it would be.	iy9mqd4f
This is a crucial paper. it shows that the likelihood of developing neutralising antibodies to infection post-vaccination is lower than half that of an unvaccinated person. we will be referencing it again soon. watch this space.	k2jzadwq
new lipid nanodiscs from the irvine lab deliver a blow to tumors. the nanodiscs outperform other lipid nanoparticles, more efficiently permeating tumors, inducing tumor rejection, and supporting immune memory against reintroduced tumor cells.	cgxa33up
Not all airborne spread occurs by respiratory aerosols. dried pathogens on surfaces/fomites can also spread disease via the inhalational route.  covering skin lesions is critical source control.	wnlse824
Supporting prenatal mental health and wellbeing during COVID-19. #humans #mentalhealth #pregnancy #childbirth #female #pandemics #covid19 #sarscov2	9i1u93ht
severe inflammatory syndrome in a 16-year-old male following first dose of mRNA COVID-19 vaccination  16 year old male- Pfizer BNT162b2/Tozinameran	nah1utm8
visible microspectrophotometry paired with machine learning to distinguish the erythrocytic life cycle stages of p. falciparum malaria parasites in functional single cells	x3f2z39c
Adding newer androgen-blocking receptor targeting drugs to standard adt can increase risk of cognitive decline. Here's a call out for cognitive assessment for pca patients before they start on these medications.	g6elhxzt
Covid vaccines may weaken long-term immunity to the virus. Research suggests that vaccination against covid via mrna vaccines may reduce body's ability to produce key type of antibody. Study here:	k2jzadwq
new study: 'individuals' of breakthrough infections (after vaccination) at 6 months:   excess deaths 1.3% and long covid 12%  compared to unvaccinated 34% lower death rate, and 15% lower long covid rate. 1/	e7gq365q
"not getting gentler.  ""comparing omicron ba.2 with ba.1, we found that those with ba.2 were more likely to be symptomatic, reported more symptoms on average, were more likely to report a number of influenza-like and cold-like symptoms, and..."""	iy9mqd4f
Among individuals with breakthrough infection, immunocompromised people have a greater risk of long covid than those with no immune deficiency — emphasizing the necessity to pay extra attention to this susceptible group.	e7gq365q
In comparisons vs several uninfected controls  (contemporary, historical, and vaccinated controls)  people with breakthrough infection consistently had a greater risk of death and long covid complications in nearly every organ system.	e7gq365q
"...according to, firearm deaths are on the rise and represent ""important #publichealth concerns, with disparities by race, ethnicity and poverty level. this is our issue."	zdxg7bnc
No vaccine mandates for kids! leave them be. for their sake, stop this madness.  risk of hospitalization, severe illness, and death due to covid-19 and pims-ts in children with sars-cov-2 infection in germany	d5sxycaw
here we go again-.- there is no community immunity! and never will be! results show that despite several waves of infection and high attack rates in many provinces with largely unmitigated epidemics, community immunity through natural infection has not been achieved.	06yuz5pn
Extremely compelling paper on how to boost mask usage and its positive impact on COVID transmission.	zl4ixyg1
wow--not even near. even 9-15 months out ni still provides 85% efficacy. according to the data here vax never even reaches that and by just 6 months 2 shots of pfizer is at 43% average ve.	y98bleop
good to see the monoclonal antibody (sotrovimab) retains efficacy vs omicron mutations in lab tests	bti9aw8g
4,625/  brazil (current tobacco smoking age 18+ was 13.8% in 2017)  hs=history of smoking  of 82 with sars-cov-2 infection, hs=8.5%  20 mild: hs=5% 32 moderate: hs=6.3% 30 severe/critical: hs=13.3%	dssikr5i
Preprint based on ~3 million people with laboratory-confirmed SARS-CoV-2 in South Africa. It reports 35,670 suspected reinfections throughout the pandemic. Risk of reinfection by the Omicron variant was estimated to be ~3-3.5x higher than by Alpha/Delta. 1/	8s9l69gb
No healthy youngster (5-17) died of covid in germany over a 15-mo period. all deaths were in children with a comorbidity. risk of hospitalization described in both groups, would be reduced by vaccination. more data for parents and policymakers to consider.	d5sxycaw
A persistent cough imposes a substantial strain on patients and healthcare systems. Alongside effective targeted treatments, additional information is required to comprehend the pathophysiology, epidemiology, and disease impact.	otawq1c8
see our latest paper -- comparison of saliva and mid-turbinate swabs for identification of covid-19 -- saliva was 12x more sensitive than nasal swab early in illness when transmission is most likely (not peer reviewed yet)	h1sura49
"""Very insightful analysis of immune evasion of omicron. Good news for people with prior infection: protection against infection only drops from 85-91% (previous strains) to 73%."	8s9l69gb
Increased risk of reinfection linked to..omicron variant in South Africa.  Reinfection vs primary infection for Nov was 2.39 (CI95: 1.88-3.11).  The omicron variant is associated with significant ability to evade immunity from prior infection.	8s9l69gb
Higher risk of sars-cov-2 reinfection linked to emergence of the omicron variant in south africa	8s9l69gb
Individuals who survived a severe case of COVID-19 -- those needing hospitalization -- were approximately 2.5 times more prone to pass away within a year of diagnosis compared to those who did not contract COVID-19.	oxa060jf
Seven chain adaptive immune receptor repertoire analysis in rheumatoid arthritis: association to disease and clinically significant phenotypes	d02grfth
"#covid19 #omicron new oral anti-sars-cov-2 medication by richard plemper &amp; colleagues! a chain terminator, not a mutagen. and resistance is futile! 👍👏 5'-fluorouridine is an oral antiviral that blocks respiratory syncytial virus and sars-cov-2 replication"	4j8efxsw
Coronaviruses are also RNA viruses. And RNA viruses have almost absurd mutation rates, due to the virus needing to reverse transcribe the RNA into DNA after infection in the host cell.	h2u5w4a8
an outstanding review on chronic cough in the .   ‘chronic cough is often triggered by low levels of thermal, mechanical or chemical exposure, reflecting a common aetiology, known as cough hypersensitivity syndrome (chs).’	otawq1c8
immunogenicity of 7 covid19 vaccines as a 3rd dose following two doses of az or pfizer in the uk (cov-boost) - mrna shows better boost then other vaccine types. half dose pfizer also good boost, should be explored for ppl who have had myocarditis.	6274gicp
Is the prevalence of non-communicable diseases linked to social disconnection in community-living elderly individuals from the #hertscohort, and does frailty influence any possible correlation? read the full story here:	ticmj3x6
"""population-level evidence suggests that the #omicron variant is linked with significant capacity to evade immunity from past infection"""	8s9l69gb
"""This signature suggests a widespread metabolic transformation following infection, indicating potential neurotoxicity and neurological impairment"""	juxgkbwv
if you’ve been thinking of post-exposure immunity as your covid safeguard instead of vaccination, peek at this. we don’t have all the needed answers on omicron yet, but below is more evidence to reconsider vaccination if you haven’t already done so.	8s9l69gb
"""Unlike vaccine-induced immunity, no heightened risk for reinfection with beta, gamma or delta variants compared to alpha variant was discovered in individuals with infection-induced immunity."""	zctjkag0
okay so the protein dosage is experimental, then.  also, the protein has been shown to cause inflammation and blood clots in lung tissue.	n9fddzn8
"""The lowest risk was observed in kids aged 5-11 without health conditions. In this group, the ICU admission rate was 0.2 per 10,000 and case fatality could not be calculated, due to an absence of cases."""	d5sxycaw
are you wondering if purifiers, oxidizers/hydroxyl generators are the next best in air cleaning?? read this: unintended consequences of air cleaning chemistry	4zelg0m1
Long-term opioid use after fusion surgery persists for more than one in three patients with #chronicbackpain with usage ranging from 6 to 86%. is this really good enough?	ohkweon9
Quick evaluation of binding affinity of SARS-CoV-2 spike protein to the human angiotensin-converting enzyme 2 receptor and to neutralizing biomolecules based on computer simulations.	jvo0nk3w
Macaques challenged with delta 11 months after Pfizer vaxx: • no effect on upper respiratory replication. • no t cell response in the lungs. • delayed antibody response still protects from severe pathology.  boosters or rather proper vaccines needed?	j95sfxn1
waning immunity exacerbates the situation significantly and may alter optimal policy drastically. we examined some of these concerns in a recent study with  and  3/4	5ngg5hm4
It’s a single-stranded RNA virus. They evolve. A lot. It’s normal. A lot of respiratory viruses can cause neurological complications by the way, but the media never told you to be terrified of them before - here’s an introductory paper.	0rlotyz3
In a past study of 214 patients with #covid19, neurological issues were observed in 36.4%, and more prevalent in serious cases (45.5%), which included sudden cerebrovascular incidents (5.7%), reduced awareness (14.8%) and muscle damage (19.3%)	qe8mxow7
⚠️breaking positive news on remdesivir: in cohort of patients hospitalized for severe #covid19 treated with compassionate-use remdesivir, clinical improvement observed in 36/53 patients (68%). hopeful findings. will still require a controlled trial. #covid19	oyr4klqk
4 types of SARS-CoV vaccines had been developed but after vaccinations, challenged animals exhibited severe lung immunopathology issues for all 4 vaccines.	hb2lieh3
hydroxychloroquine + azithromycin for sars-cov-2: - 30% had ↑ qtc ≥40 msec - 11% had qtc > 480 msec - maximal increase days 3-4	16ff3c7m
"High incidence rates of thromboembolism; consistent with all the anecdotal reports of clotting lines, dialysis filters etc"	gfjpsduv
"#covid19au “infants younger than 1 year had highest rate of cases among children..suggest that vigorous efforts should be made to safeguard &amp; reduce transmission &amp; symptom progression in vulnerable populations including both elderly and young children” jama"	4haf8aaw
Individuals under 65 years old have very small risks of #covidー19 death even in the hotbeds of the #pandemic and deaths for individuals under 65 years without underlying predisposing conditions are remarkably uncommon.	2cwvga0k
"Promising broad spectrum antiviral compound #eidd2801 is active against #remdisivir resistant strains. Indeed such mutations increase susceptibility which augurs well for combination use. It’s a precursor that gets converted to #eidd1931 &amp; increases mutations. 2/n"	t5iz3vdz
'The sars-cov-2 virus was widely spread in the air and on surfaces in both icu and gw. Environmental contamination was higher in icu. sars-cov-2 aerosol distribution characteristics in the gw suggest that the transmission distance of sars-cov-2 could be 4m'	pscw933i
the r0 can be as high as 5.7.  that means if someone is carrying the virus, they can infect up to 6 people when in large groups.  if you wish for people to die then go right ahead, tell them to attend a church.	eo8rbcy2
Gilead's remdesivir appeared to have positive outcomes in 68% of patients with very severe COVID-19 in a non-RCT compassionate-use study. 23% experienced serious adverse effects.	oyr4klqk
"Compassionate use of remdesivir for patients with severe covid-19, no control group; selected patients (creatinine clearance >30, normal liver function tests etc) 13/53 patients did not finish treatment course."	oyr4klqk
"good news:  study from the patients with ""critical"" #covid19 received treatment with remdesivir observed an improvement in oxygen-support status was observed in 68% of patients and overall mortality was 13% over 26 days."	oyr4klqk
Clinical assessment of hospitalized patients with COVID-19 | science suggests people remain infectious for at least a week after recovery.	7kxi7px1
#COVID-19 patients spread the virus from around them #stay safe	pscw933i
One moderately unwell person in Chicago apparently infected 10 others at two family gatherings through everyday actions like hugs, sharing dishes. Three people are now deceased. A CDC case study that also highlights the importance of physical distancing.	tsv0rcr3
an essential component of the puzzle in this study on IL-6 and #covid19 #coronavirus? IL-6 levels even at baseline were strongly linked to severity of disease and need for ventilation. This implies that IL-6 immune imbalance may be crucial/concerning in covid19	8udyoutb
"The connection between c-19 and iron &amp; immune system to neurological disorder we believe that an overactive inflammatory response and immune damage occurred in covid-19 for high levels of c-reactive protein, serum amyloid a, interleukin-6, and ferritin in our patients."	ksbha7kz
Nitric oxide suppresses the replication cycle of SARS coronavirus.	0bjl60gl
[speculation:air ducts/vents may well be 'breeding' hives for future covid outbreaks pe2014] 'we conclude that in this outbreak, droplet transmission was prompted by air-conditioned ventilation.the key factor for infection was the direction of the airflow'	je585xia
in this initial description of pediatric US COVID-19 cases, relatively few children with COVID-19 are hospitalised, fewer children than adults experience a fever, a cough, or shortness of breath. severe outcomes are reported in children, including 3 deaths.	7ru6tapp
excellent letter Angela and this is also a huge concern. the study shows that black people who carry a gene causing lactose intolerance makes them more vulnerable to covid-19. they need to be shielded if that is the case.	ep6uuulm
According to a preprint examining data of users of HCQ (~956,000) and HCQ+AZM (~323,000)  1) 30-day use of HCQ=found no increased risk of severe adverse events 2) 30-day use of HCQ+AZM=found increased risk of cardiovascular mortality, chest pain/angina and heart failure	2hbcbvt6
preliminary testing my state's wastewater (including sewage) for #covidー19 #sarscov2 viral rna reports higher levels than expected based on confirmed case numbers (0.1-5% prevalence, vs 0.026% from case count on mar 25), consistent with continued undertesting.	atnxkvy6
NAC is the simplest way to boost glutathione levels. It’s readily available  intrinsic deficiency of glutathione as the most likely cause of severe manifestations and death in COVID-19 patients	dx3ez40b
Researchers studying data from blood donors in Manaus, Brazil, which experienced high mortality from #SARS-CoV-2, estimate that over 70% of the population was infected roughly seven months after the virus first arrived in the city.	3kjckx8o
the pre-print is now live: mrna-1273 vaccine elicits neutralizing antibodies against spike mutants from global sars-cov-2 variants	n3yuvf8v
"In mice, rats, and nonhuman primates, an inactivated #sarscov2 virus vaccine candidate (""picovacc"") induced antibodies that neutralized several #sarscov2 strains circulating globally. read the research in science:"	f5s0ntps
"new article with jamie druckman in the gender, politics, and the global pandemic series!  we discover athlete support for title ix (equity and sexual harassment policies) is negatively affected among men &amp; high-level sexists during the crisis."	tmncwetd
small towns w/ stable age-sex structures / low migration- key to estimating effect of #covid19. here, marco piccininni  et al find 11x surge in all cause mortality march for small italian city.  in nembro, lombardy: descriptive study	t22hwoeb
Use of IFN early may have anti-viral properties without triggering inflammation!-Triple combination of interferon beta-1b, lopinavir–ritonavir, and ribavirin in the treatment of patients admitted to hospital with COVID-19: an open-label, randomised, phase 2 trial	8ljnxihr
This virus is ruthlessly intricate: an outbreak of kawasaki-like disease at the italian hub of covid-19.	4mp1iu55
hyper-intriguing analysis of munich outbreak: best way to learn about transmission lots of take-homes: a) multiple transmission events before or on day of onset of symptoms. investigation of covid-19 outbreak in germany	xwghd9ut
'Utilizing diverse assays for detection of antibodies reactive with the SARS-CoV-2 spike (S) glycoprotein, we demonstrate the presence of pre-existing immunity in uninfected and unexposed humans to the novel coronavirus.'	n0actmsc
Investigation of a COVID-19 outbreak in Germany resulting from a single travel-related initial case: although the outbreak was contained, successful long-term and worldwide suppression of the coronavirus could be difficult to achieve.	xwghd9ut
Delighted to share our recent review on. “social isolation during the COVID-19 pandemic can boost physical inactivity and the global burden of cardiovascular disease”. check this out everyone!	z4ibcgea
In-depth molecular work on plasma from individuals who recovered from COVID-19 without hospitalization reveals that despite relatively low antibody levels, antibodies against the receptor binding domain of the spike protein can have potent activity.	nhkd88yv
this is outdated, but coming across this now. 14.7% of felines in wuhan tested positive for sars-cov-2 antibodies (specifically, anti-rbd). who knows if this is close to the actual human exposure in this city, which indicates more like 1+ million cases.	oydib3p6
"flagging this gem again   👏      ""a more practical public health approach is to adjust current mitigation goals to be more data-driven &amp; to minimize unintended harms associated w unfocused or ineffective control efforts."""	jnwuu08w
Sex disparities in innate anti-viral immune responses to respiratory viruses and in their clinical outcomes in a birth cohort study | scientific reports	mdy40mhu
Covid vaccination followed by a covid infection, you say?  hmmm...wonder what’s going on?   “in the short-term (1 month) after vaccination, a person’s immune system is in a vulnerable state, and may need extra shielding”	wigakw9h
"""SARS-CoV-2 infects human fat tissue and triggers an inflammatory reaction consistent with severe COVID-19. ""Our research offers the first in vivo proof of SARS-CoV-2 infection in human fat tissue and outlines the linked inflammation."""	c80hle1p
novel #data suggests, vaccines have a secondary role, as #epidemic sweeps the #elderly and those whose #metabolism was poisoned by #dietary #sugar.	d60chk12
Tea might protect against covid-19. and we now know the virus targets fatty cells. and somehow china dodged the worst of it...  was the virus engineered or westernized?   potential protective mechanisms of tea polyphenol egcg against c...	x4zzt9oe
Children and adolescents' mental health deteriorated in severely affected Chinese regions during the COVID-19 pandemic.	mqu6d8sp
mania and hypomania linked to covid-19: a series of 15 cases observed by the consultation-liaison psychiatry service in qatar	n72vs4rw
About one third of eligible native and Hispanic adults 65+ have received a booster shot, compared with almost half of white adults. We can address disparities in booster shots coverage by ensuring easy accessibility and tailoring strategies for each community.	rwk954dx
"""All recruits donned double-layered cloth masks at all times indoors and outdoors, except when resting or consuming food."""	27thc6m4
